020120182140  2.866
020120182150  2.845
020120182200  2.721
020120182210  2.654
020120182220  2.655
020120182230  2.642
020120182240  2.486
020120182250  2.276
020120182300  2.102
020120182310  1.987
020120182320  1.860
020120182330  1.810
020120182340  1.802
020120182350  1.776
030120180000  1.651
030120180010  1.499
030120180020  1.466
030120180030  1.333
030120180040  1.135
030120180050  1.043
030120180100  0.983
030120180110  0.906
030120180120  0.861
030120180130  0.786
030120180140  0.765
030120180150  0.744
030120180200  0.648
030120180210  0.547
030120180220  0.555
030120180230  0.519
030120180240  0.543
030120180250  0.509
030120180300  0.517
030120180310  0.552
030120180320  0.541
030120180330  0.534
030120180340  0.598
030120180350  0.684
030120180400  0.770
030120180410  0.848
030120180420  0.925
030120180430  1.001
030120180440  1.041
030120180450  1.176
030120180500  1.298
030120180510  1.396
030120180520  1.566
030120180530  1.690
030120180540  1.821
030120180550  1.970
030120180600  2.091
030120180610  2.220
030120180620  2.344
030120180630  2.469
030120180640  2.602
030120180650  2.740
030120180700  2.841
030120180710  2.968
030120180720  3.078
030120180730  3.189
030120180740  3.276
030120180750  3.365
030120180800  3.450
030120180810  3.521
030120180820  3.629
030120180830  3.687
030120180840  3.743
030120180850  3.780
030120180900  3.823
030120180910  3.854
030120180920  3.841
030120180930  3.848
030120180940  3.853
030120180950  3.791
030120181000  3.781
030120181010  3.712
030120181020  3.669
030120181030  3.585
030120181040  3.490
030120181050  3.403
030120181100  3.277
030120181110  3.141
030120181120  3.020
030120181130  2.904
030120181140  2.815
030120181150  2.738
030120181200  2.617
030120181210  2.488
030120181220  2.346
030120181230  2.208
030120181240  2.093
030120181250  2.002
030120181300  1.894
030120181310  1.800
030120181320  1.693
030120181330  1.581
030120181340  1.481
030120181350  1.390
030120181400  1.325
030120181410  1.247
030120181420  1.167
030120181430  1.076
030120181440  1.022
030120181450  0.955
030120181500  0.904
030120181510  0.884
030120181520  0.853
030120181530  0.821
030120181540  0.792
030120181550  0.779
030120181600  0.794
030120181610  0.829
030120181620  0.829
030120181630  0.859
030120181640  0.926
030120181650  0.993
030120181700  1.053
030120181710  1.108
030120181720  1.159
030120181730  1.236
030120181740  1.372
030120181750  1.445
030120181800  1.564
030120181810  1.686
030120181820  1.730
030120181830  1.801
030120181840  1.881
030120181850  1.964
030120181900  2.062
030120181910  2.170
030120181920  2.290
030120181930  2.360
030120181940  2.426
030120181950  2.507
030120182000  2.564
030120182010  2.640
030120182020  2.739
030120182030  2.801
030120182040  2.859
030120182050  2.901
030120182100  2.952
030120182110  2.970
030120182120  2.994
030120182130  3.001
030120182140  3.031
030120182150  3.009
030120182200  2.967
030120182210  2.944
030120182220  2.918
030120182230  2.881
030120182240  2.802
030120182250  2.769
030120182300  2.729
030120182310  2.645
030120182320  2.537
030120182330  2.425
030120182340  2.322
030120182350  2.219
040120180000  2.127
040120180010  2.035
040120180020  1.937
040120180030  1.823
040120180040  1.727
040120180050  1.621
040120180100  1.493
040120180110  1.391
040120180120  1.315
040120180130  1.232
040120180140  1.166
040120180150  1.116
040120180200  1.046
040120180210  0.947
040120180220  0.884
040120180230  0.824
040120180240  0.747
040120180250  0.727
040120180300  0.681
040120180310  0.655
040120180320  0.634
040120180330  0.601
040120180340  0.585
040120180350  0.573
040120180400  0.576
040120180410  0.612
040120180420  0.647
040120180430  0.679
040120180440  0.732
040120180450  0.809
040120180500  0.878
040120180510  0.965
040120180520  1.049
040120180530  1.136
040120180540  1.226
040120180550  1.340
040120180600  1.461
040120180610  1.552
040120180620  1.668
040120180630  1.786
040120180640  1.899
040120180650  2.050
040120180700  2.178
040120180710  2.308
040120180720  2.450
040120180730  2.572
040120180740  2.688
040120180750  2.809
040120180800  2.923
040120180810  3.018
040120180820  3.132
040120180830  3.233
040120180840  3.320
040120180850  3.404
040120180900  3.483
040120180910  3.554
040120180920  3.603
040120180930  3.661
040120180940  3.704
040120180950  3.730
040120181000  3.752
040120181010  3.766
040120181020  3.760
040120181030  3.742
040120181040  3.731
040120181050  3.692
040120181100  3.647
040120181110  3.583
040120181120  3.495
040120181130  3.409
040120181140  3.314
040120181150  3.225
040120181200  3.131
040120181210  3.015
040120181220  2.892
040120181230  2.791
040120181240  2.686
040120181250  2.585
040120181300  2.469
040120181310  2.343
040120181320  2.218
040120181330  2.099
040120181340  1.975
040120181350  1.859
040120181400  1.747
040120181410  1.641
040120181420  1.532
040120181430  1.451
040120181440  1.361
040120181450  1.292
040120181500  1.216
040120181510  1.139
040120181520  1.083
040120181530  0.997
040120181540  0.928
040120181550  0.881
040120181600  0.839
040120181610  0.811
040120181620  0.780
040120181630  0.755
040120181640  0.742
040120181650  0.748
040120181700  0.777
040120181710  0.805
040120181720  0.842
040120181730  0.888
040120181740  0.936
040120181750  1.003
040120181800  1.081
040120181810  1.147
040120181820  1.228
040120181830  1.307
040120181840  1.382
040120181850  1.457
040120181900  1.542
040120181910  1.645
040120181920  1.737
040120181930  1.839
040120181940  1.923
040120181950  2.009
040120182000  2.096
040120182010  2.175
040120182020  2.265
040120182030  2.359
040120182040  2.436
040120182050  2.510
040120182100  2.569
040120182110  2.637
040120182120  2.692
040120182130  2.752
040120182140  2.805
040120182150  2.837
040120182200  2.857
040120182210  2.884
040120182220  2.915
040120182230  2.905
040120182240  2.902
040120182250  2.905
040120182300  2.874
040120182310  2.858
040120182320  2.815
040120182330  2.777
040120182340  2.716
040120182350  2.624
050120180000  2.542
050120180010  2.469
050120180020  2.407
050120180030  2.314
050120180040  2.222
050120180050  2.117
050120180100  2.039
050120180110  1.956
050120180120  1.858
050120180130  1.764
050120180140  1.664
050120180150  1.569
050120180200  1.485
050120180210  1.413
050120180220  1.336
050120180230  1.279
050120180240  1.195
050120180250  1.131
050120180300  1.071
050120180310  1.019
050120180320  0.961
050120180330  0.926
050120180340  0.892
050120180350  0.853
050120180400  0.827
050120180410  0.791
050120180420  0.764
050120180430  0.769
050120180440  0.782
050120180450  0.792
050120180500  0.792
050120180510  0.819
050120180520  0.878
050120180530  0.921
050120180540  0.958
050120180550  1.003
050120180600  1.072
050120180610  1.154
050120180620  1.248
050120180630  1.330
050120180640  1.433
050120180650  1.549
050120180700  1.662
050120180710  1.765
050120180720  1.897
050120180730  2.012
050120180740  2.129
050120180750  2.236
050120180800  2.346
050120180810  2.466
050120180820  2.577
050120180830  2.687
050120180840  2.782
050120180850  2.884
050120180900  2.975
050120180910  3.059
050120180920  3.151
050120180930  3.231
050120180940  3.305
050120180950  3.367
050120181000  3.428
050120181010  3.491
050120181020  3.538
050120181030  3.573
050120181040  3.608
050120181050  3.628
050120181100  3.644
050120181110  3.648
050120181120  3.641
050120181130  3.610
050120181140  3.570
050120181150  3.535
050120181200  3.483
050120181210  3.414
050120181220  3.329
050120181230  3.235
050120181240  3.158
050120181250  3.047
050120181300  2.961
050120181310  2.855
050120181320  2.744
050120181330  2.632
050120181340  2.522
050120181350  2.418
050120181400  2.323
050120181410  2.224
050120181420  2.113
050120181430  1.999
050120181440  1.905
050120181450  1.810
050120181500  1.721
050120181510  1.632
050120181520  1.557
050120181530  1.471
050120181540  1.394
050120181550  1.309
050120181600  1.230
050120181610  1.160
050120181620  1.111
050120181630  1.070
050120181640  1.015
050120181650  0.970
050120181700  0.935
050120181710  0.910
050120181720  0.903
050120181730  0.893
050120181740  0.890
050120181750  0.903
050120181800  0.924
050120181810  0.940
050120181820  0.991
050120181830  1.036
050120181840  1.088
050120181850  1.147
050120181900  1.216
050120181910  1.275
050120181920  1.345
050120181930  1.409
050120181940  1.493
050120181950  1.578
050120182000  1.656
050120182010  1.731
050120182020  1.813
050120182030  1.896
050120182040  1.958
050120182050  2.042
050120182100  2.122
050120182110  2.197
050120182120  2.280
050120182130  2.354
050120182140  2.402
050120182150  2.483
050120182200  2.546
050120182210  2.601
050120182220  2.643
050120182230  2.706
050120182240  2.737
050120182250  2.759
050120182300  2.783
050120182310  2.806
050120182320  2.822
050120182330  2.813
050120182340  2.810
050120182350  2.804
060120180000  2.775
060120180010  2.746
060120180020  2.706
060120180030  2.654
060120180040  2.586
060120180050  2.513
060120180100  2.452
060120180110  2.374
060120180120  2.284
060120180130  2.218
060120180140  2.145
060120180150  2.052
060120180200  1.991
060120180210  1.913
060120180220  1.822
060120180230  1.742
060120180240  1.654
060120180250  1.583
060120180300  1.506
060120180310  1.443
060120180320  1.375
060120180330  1.306
060120180340  1.250
060120180350  1.200
060120180400  1.162
060120180410  1.103
060120180420  1.070
060120180430  1.037
060120180440  0.999
060120180450  0.976
060120180500  0.970
060120180510  0.959
060120180520  0.959
060120180530  0.964
060120180540  0.943
060120180550  0.946
060120180600  0.972
060120180610  0.990
060120180620  1.027
060120180630  1.073
060120180640  1.126
060120180650  1.195
060120180700  1.258
060120180710  1.339
060120180720  1.427
060120180730  1.516
060120180740  1.594
060120180750  1.696
060120180800  1.790
060120180810  1.882
060120180820  1.969
060120180830  2.072
060120180840  2.164
060120180850  2.243
060120180900  2.325
060120180910  2.418
060120180920  2.523
060120180930  2.615
060120180940  2.705
060120180950  2.785
060120181000  2.864
060120181010  2.951
060120181020  3.032
060120181030  3.083
060120181040  3.139
060120181050  3.198
060120181100  3.246
060120181110  3.290
060120181120  3.312
060120181130  3.352
060120181140  3.374
060120181150  3.384
060120181200  3.368
060120181210  3.374
060120181220  3.350
060120181230  3.318
060120181240  3.287
060120181250  3.231
060120181300  3.171
060120181310  3.116
060120181320  3.044
060120181330  2.962
060120181340  2.870
060120181350  2.782
060120181400  2.701
060120181410  2.608
060120181420  2.504
060120181430  2.395
060120181440  2.312
060120181450  2.227
060120181500  2.132
060120181510  2.040
060120181520  1.942
060120181530  1.863
060120181540  1.760
060120181550  1.675
060120181600  1.590
060120181610  1.507
060120181620  1.437
060120181630  1.368
060120181640  1.306
060120181650  1.242
060120181700  1.185
060120181710  1.127
060120181720  1.084
060120181730  1.044
060120181740  1.007
060120181750  0.974
060120181800  0.953
060120181810  0.942
060120181820  0.927
060120181830  0.926
060120181840  0.949
060120181850  0.967
060120181900  0.998
060120181910  1.041
060120181920  1.079
060120181930  1.124
060120181940  1.182
060120181950  1.232
060120182000  1.301
060120182010  1.373
060120182020  1.416
060120182030  1.477
060120182040  1.559
060120182050  1.618
060120182100  1.697
060120182110  1.751
060120182120  1.813
060120182130  1.885
060120182140  1.973
060120182150  2.056
060120182200  2.129
060120182210  2.174
060120182220  2.227
060120182230  2.284
060120182240  2.343
060120182250  2.393
060120182300  2.446
060120182310  2.502
060120182320  2.558
060120182330  2.583
060120182340  2.615
060120182350  2.641
070120180000  2.664
070120180010  2.665
070120180020  2.665
070120180030  2.663
070120180040  2.652
070120180050  2.629
070120180100  2.597
070120180110  2.573
070120180120  2.537
070120180130  2.476
070120180140  2.418
070120180150  2.373
070120180200  2.313
070120180210  2.226
070120180220  2.168
070120180230  2.103
070120180240  2.041
070120180250  1.978
070120180300  1.922
070120180310  1.872
070120180320  1.803
070120180330  1.720
070120180340  1.651
070120180350  1.591
070120180400  1.541
070120180410  1.491
070120180420  1.436
070120180430  1.378
070120180440  1.349
070120180450  1.301
070120180500  1.264
070120180510  1.236
070120180520  1.208
070120180530  1.179
070120180540  1.139
070120180550  1.105
070120180600  1.087
070120180610  1.086
070120180620  1.084
070120180630  1.089
070120180640  1.096
070120180650  1.104
070120180700  1.148
070120180710  1.190
070120180720  1.231
070120180730  1.265
070120180740  1.310
070120180750  1.358
070120180800  1.408
070120180810  1.466
070120180820  1.548
070120180830  1.621
070120180840  1.693
070120180850  1.750
070120180900  1.825
070120180910  1.907
070120180920  1.987
070120180930  2.062
070120180940  2.146
070120180950  2.217
070120181000  2.295
070120181010  2.377
070120181020  2.457
070120181030  2.524
070120181040  2.594
070120181050  2.663
070120181100  2.729
070120181110  2.785
070120181120  2.851
070120181130  2.910
070120181140  2.958
070120181150  2.992
070120181200  3.025
070120181210  3.067
070120181220  3.100
070120181230  3.096
070120181240  3.094
070120181250  3.101
070120181300  3.105
070120181310  3.090
070120181320  3.050
070120181330  3.030
070120181340  2.977
070120181350  2.914
070120181400  2.851
070120181410  2.804
070120181420  2.728
070120181430  2.641
070120181440  2.569
070120181450  2.501
070120181500  2.451
070120181510  2.363
070120181520  2.274
070120181530  2.198
070120181540  2.096
070120181550  2.013
070120181600  1.937
070120181610  1.859
070120181620  1.785
070120181630  1.710
070120181640  1.644
070120181650  1.587
070120181700  1.519
070120181710  1.458
070120181720  1.391
070120181730  1.340
070120181740  1.291
070120181750  1.227
070120181800  1.162
070120181810  1.105
070120181820  1.069
070120181830  1.055
070120181840  1.042
070120181850  1.040
070120181900  1.043
070120181910  1.045
070120181920  1.062
070120181930  1.066
070120181940  1.076
070120181950  1.103
070120182000  1.144
070120182010  1.178
070120182020  1.204
070120182030  1.242
070120182040  1.277
070120182050  1.305
070120182100  1.354
070120182110  1.415
070120182120  1.463
070120182130  1.508
070120182140  1.567
070120182150  1.628
070120182200  1.681
070120182210  1.738
070120182220  1.817
070120182230  1.889
070120182240  1.938
070120182250  1.995
070120182300  2.070
070120182310  2.123
070120182320  2.182
070120182330  2.240
070120182340  2.290
070120182350  2.331
080120180000  2.377
080120180010  2.425
080120180020  2.453
080120180030  2.482
080120180040  2.509
080120180050  2.521
080120180100  2.528
080120180110  2.540
080120180120  2.535
080120180130  2.536
080120180140  2.534
080120180150  2.501
080120180200  2.476
080120180210  2.451
080120180220  2.417
080120180230  2.373
080120180240  2.330
080120180250  2.295
080120180300  2.248
080120180310  2.199
080120180320  2.152
080120180330  2.101
080120180340  2.049
080120180350  2.016
080120180400  1.954
080120180410  1.906
080120180420  1.842
080120180430  1.792
080120180440  1.741
080120180450  1.690
080120180500  1.632
080120180510  1.584
080120180520  1.542
080120180530  1.509
080120180540  1.465
080120180550  1.441
080120180600  1.392
080120180610  1.369
080120180620  1.342
080120180630  1.323
080120180640  1.296
080120180650  1.292
080120180700  1.288
080120180710  1.279
080120180720  1.267
080120180730  1.276
080120180740  1.285
080120180750  1.310
080120180800  1.339
080120180810  1.366
080120180820  1.395
080120180830  1.428
080120180840  1.475
080120180850  1.507
080120180900  1.539
080120180910  1.580
080120180920  1.636
080120180930  1.680
080120180940  1.727
080120180950  1.776
080120181000  1.834
080120181010  1.903
080120181020  1.955
080120181030  2.013
080120181040  2.077
080120181050  2.142
080120181100  2.209
080120181110  2.278
080120181120  2.336
080120181130  2.397
080120181140  2.464
080120181150  2.517
080120181200  2.561
080120181210  2.603
080120181220  2.657
080120181230  2.699
080120181240  2.737
080120181250  2.779
080120181300  2.799
080120181310  2.822
080120181320  2.846
080120181330  2.846
080120181340  2.845
080120181350  2.831
080120181400  2.811
080120181410  2.804
080120181420  2.788
080120181430  2.756
080120181440  2.714
080120181450  2.666
080120181500  2.609
080120181510  2.552
080120181520  2.501
080120181530  2.445
080120181540  2.387
080120181550  2.328
080120181600  2.255
080120181610  2.195
080120181620  2.138
080120181630  2.060
080120181640  1.977
080120181650  1.915
080120181700  1.842
080120181710  1.771
080120181720  1.698
080120181730  1.633
080120181740  1.565
080120181750  1.496
080120181800  1.441
080120181810  1.380
080120181820  1.320
080120181830  1.270
080120181840  1.229
080120181850  1.179
080120181900  1.144
080120181910  1.125
080120181920  1.093
080120181930  1.083
080120181940  1.076
080120181950  1.065
080120182000  1.072
080120182010  1.073
080120182020  1.085
080120182030  1.101
080120182040  1.105
080120182050  1.118
080120182100  1.146
080120182110  1.162
080120182120  1.192
080120182130  1.244
080120182140  1.290
080120182150  1.324
080120182200  1.375
080120182210  1.424
080120182220  1.473
080120182230  1.532
080120182240  1.575
080120182250  1.625
080120182300  1.672
080120182310  1.737
080120182320  1.805
080120182330  1.872
080120182340  1.923
080120182350  1.987
090120180000  2.025
090120180010  2.074
090120180020  2.114
090120180030  2.153
090120180040  2.197
090120180050  2.238
090120180100  2.281
090120180110  2.308
090120180120  2.323
090120180130  2.342
090120180140  2.351
090120180150  2.371
090120180200  2.389
090120180210  2.383
090120180220  2.389
090120180230  2.378
090120180240  2.375
090120180250  2.386
090120180300  2.376
090120180310  2.346
090120180320  2.321
090120180330  2.301
090120180340  2.295
090120180350  2.267
090120180400  2.236
090120180410  2.200
090120180420  2.156
090120180430  2.116
090120180440  2.099
090120180450  2.070
090120180500  2.033
090120180510  1.990
090120180520  1.945
090120180530  1.893
090120180540  1.855
090120180550  1.815
090120180600  1.795
090120180610  1.755
090120180620  1.691
090120180630  1.653
090120180640  1.617
090120180650  1.587
090120180700  1.553
090120180710  1.523
090120180720  1.523
090120180730  1.503
090120180740  1.484
090120180750  1.458
090120180800  1.437
090120180810  1.419
090120180820  1.429
090120180830  1.413
090120180840  1.412
090120180850  1.400
090120180900  1.413
090120180910  1.430
090120180920  1.440
090120180930  1.465
090120180940  1.467
090120180950  1.466
090120181000  1.491
090120181010  1.528
090120181020  1.573
090120181030  1.629
090120181040  1.672
090120181050  1.729
090120181100  1.763
090120181110  1.821
090120181120  1.885
090120181130  1.938
090120181140  1.990
090120181150  2.031
090120181200  2.084
090120181210  2.146
090120181220  2.208
090120181230  2.267
090120181240  2.325
090120181250  2.378
090120181300  2.421
090120181310  2.457
090120181320  2.506
090120181330  2.543
090120181340  2.574
090120181350  2.587
090120181400  2.607
090120181410  2.635
090120181420  2.651
090120181430  2.660
090120181440  2.657
090120181450  2.636
090120181500  2.610
090120181510  2.605
090120181520  2.591
090120181530  2.562
090120181540  2.514
090120181550  2.476
090120181600  2.422
090120181610  2.372
090120181620  2.330
090120181630  2.268
090120181640  2.207
090120181650  2.160
090120181700  2.088
090120181710  2.029
090120181720  1.977
090120181730  1.897
090120181740  1.825
090120181750  1.764
090120181800  1.717
090120181810  1.644
090120181820  1.581
090120181830  1.533
090120181840  1.464
090120181850  1.411
090120181900  1.378
090120181910  1.324
090120181920  1.280
090120181930  1.233
090120181940  1.195
090120181950  1.156
090120182000  1.136
090120182010  1.122
090120182020  1.112
090120182030  1.097
090120182040  1.082
090120182050  1.079
090120182100  1.082
090120182110  1.101
090120182120  1.112
090120182130  1.103
090120182140  1.094
090120182150  1.106
090120182200  1.134
090120182210  1.161
090120182220  1.187
090120182230  1.223
090120182240  1.263
090120182250  1.304
090120182300  1.348
090120182310  1.384
090120182320  1.446
090120182330  1.489
090120182340  1.537
090120182350  1.587
100120180000  1.646
100120180010  1.699
100120180020  1.752
100120180030  1.814
100120180040  1.876
100120180050  1.933
100120180100  1.973
100120180110  2.007
100120180120  2.051
100120180130  2.102
100120180140  2.141
100120180150  2.182
100120180200  2.217
100120180210  2.250
100120180220  2.296
100120180230  2.338
100120180240  2.347
100120180250  2.374
100120180300  2.388
100120180310  2.389
100120180320  2.394
100120180330  2.422
100120180340  2.445
100120180350  2.440
100120180400  2.442
100120180410  2.434
100120180420  2.435
100120180430  2.436
100120180440  2.394
100120180450  2.371
100120180500  2.351
100120180510  2.310
100120180520  2.276
100120180530  2.245
100120180540  2.216
100120180550  2.178
100120180600  2.116
100120180610  2.070
100120180620  2.026
100120180630  1.970
100120180640  1.930
100120180650  1.890
100120180700  1.860
100120180710  1.817
100120180720  1.780
100120180730  1.727
100120180740  1.682
100120180750  1.640
100120180800  1.596
100120180810  1.551
100120180820  1.524
100120180830  1.503
100120180840  1.464
100120180850  1.422
100120180900  1.381
100120180910  1.343
100120180920  1.345
100120180930  1.344
100120180940  1.338
100120180950  1.314
100120181000  1.309
100120181010  1.317
100120181020  1.330
100120181030  1.351
100120181040  1.368
100120181050  1.384
100120181100  1.403
100120181110  1.448
100120181120  1.488
100120181130  1.549
100120181140  1.593
100120181150  1.617
100120181200  1.672
100120181210  1.722
100120181220  1.770
100120181230  1.822
100120181240  1.897
100120181250  1.928
100120181300  1.988
100120181310  2.034
100120181320  2.074
100120181330  2.120
100120181340  2.166
100120181350  2.194
100120181400  2.248
100120181410  2.288
100120181420  2.333
100120181430  2.371
100120181440  2.395
100120181450  2.402
100120181500  2.418
100120181510  2.423
100120181520  2.433
100120181530  2.445
100120181540  2.455
100120181550  2.456
100120181600  2.446
100120181610  2.434
100120181620  2.396
100120181630  2.381
100120181640  2.357
100120181650  2.311
100120181700  2.288
100120181710  2.242
100120181720  2.179
100120181730  2.133
100120181740  2.077
100120181750  2.019
100120181800  1.965
100120181810  1.919
100120181820  1.859
100120181830  1.800
100120181840  1.749
100120181850  1.687
100120181900  1.627
100120181910  1.568
100120181920  1.515
100120181930  1.461
100120181940  1.425
100120181950  1.379
100120182000  1.346
100120182010  1.297
100120182020  1.248
100120182030  1.214
100120182040  1.179
100120182050  1.157
100120182100  1.149
100120182110  1.125
100120182120  1.104
100120182130  1.083
100120182140  1.069
100120182150  1.051
100120182200  1.042
100120182210  1.053
100120182220  1.044
100120182230  1.049
100120182240  1.057
100120182250  1.063
100120182300  1.083
100120182310  1.131
100120182320  1.161
100120182330  1.195
100120182340  1.218
100120182350  1.244
110120180000  1.295
110120180010  1.351
110120180020  1.388
110120180030  1.435
110120180040  1.485
110120180050  1.531
110120180100  1.593
110120180110  1.644
110120180120  1.692
110120180130  1.731
110120180140  1.780
110120180150  1.846
110120180200  1.882
110120180210  1.942
110120180220  1.997
110120180230  2.055
110120180240  2.102
110120180250  2.146
110120180300  2.193
110120180310  2.232
110120180320  2.291
110120180330  2.339
110120180340  2.375
110120180350  2.411
110120180400  2.434
110120180410  2.451
110120180420  2.488
110120180430  2.503
110120180440  2.498
110120180450  2.511
110120180500  2.525
110120180510  2.516
110120180520  2.505
110120180530  2.501
110120180540  2.487
110120180550  2.472
110120180600  2.445
110120180610  2.414
110120180620  2.374
110120180630  2.324
110120180640  2.286
110120180650  2.247
110120180700  2.217
110120180710  2.165
110120180720  2.120
110120180730  2.068
110120180740  2.013
110120180750  1.956
110120180800  1.902
110120180810  1.852
110120180820  1.798
110120180830  1.743
110120180840  1.675
110120180850  1.616
110120180900  1.579
110120180910  1.530
110120180920  1.481
110120180930  1.440
110120180940  1.401
110120180950  1.363
110120181000  1.335
110120181010  1.307
110120181020  1.275
110120181030  1.268
110120181040  1.245
110120181050  1.244
110120181100  1.243
110120181110  1.247
110120181120  1.261
110120181130  1.273
110120181140  1.280
110120181150  1.318
110120181200  1.352
110120181210  1.366
110120181220  1.415
110120181230  1.447
110120181240  1.499
110120181250  1.548
110120181300  1.602
110120181310  1.639
110120181320  1.681
110120181330  1.733
110120181340  1.794
110120181350  1.862
110120181400  1.898
110120181410  1.935
110120181420  1.993
110120181430  2.035
110120181440  2.076
110120181450  2.120
110120181500  2.165
110120181510  2.195
110120181520  2.228
110120181530  2.263
110120181540  2.294
110120181550  2.312
110120181600  2.328
110120181610  2.347
110120181620  2.346
110120181630  2.346
110120181640  2.362
110120181650  2.363
110120181700  2.356
110120181710  2.349
110120181720  2.340
110120181730  2.308
110120181740  2.277
110120181750  2.244
110120181800  2.210
110120181810  2.154
110120181820  2.099
110120181830  2.064
110120181840  2.035
110120181850  1.986
110120181900  1.926
110120181910  1.857
110120181920  1.819
110120181930  1.778
110120181940  1.718
110120181950  1.658
110120182000  1.593
110120182010  1.530
110120182020  1.481
110120182030  1.428
110120182040  1.386
110120182050  1.332
110120182100  1.288
110120182110  1.228
110120182120  1.179
110120182130  1.154
110120182140  1.115
110120182150  1.074
110120182200  1.039
110120182210  1.010
110120182220  1.004
110120182230  0.975
110120182240  0.968
110120182250  0.979
110120182300  0.962
110120182310  0.954
110120182320  0.983
110120182330  1.008
110120182340  1.035
110120182350  1.050
120120180000  1.071
120120180010  1.082
120120180020  1.129
120120180030  1.157
120120180040  1.177
120120180050  1.228
120120180100  1.275
120120180110  1.318
120120180120  1.371
120120180130  1.419
120120180140  1.486
120120180150  1.568
120120180200  1.614
120120180210  1.679
120120180220  1.740
120120180230  1.815
120120180240  1.884
120120180250  1.938
120120180300  2.004
